,german,italian,chineese,spanish,french
466,I have Clostridium and test positive for Lyme disease. Need information about the name<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,"I have clostridium and am testing for Lyme disease, need information name<PAD><PAD><PAD><PAD><PAD><PAD><PAD>","I have Clostridium and am being tested for Lyme disease, need information Name <PAD><PAD><PAD><PAD><PAD><PAD><PAD>",I have clostridium and am being tested for Lyme disease. I need information on the name.<PAD><PAD><PAD><PAD><PAD><PAD><PAD>,I have clostridium and I am testing positive for Lyme disease. I need information. Name<PAD><PAD><PAD><PAD><PAD><PAD><PAD>
467,"a little further down hello, I don't seem to know who to contact so it's worth giving this message a chance. My son was diagnosed with Wang syndrome earlier this year. I know there is very little research on this syndrome but I would really like to get as much information as possible or find out if there are any other children alive with this case. I was wondering if you have any contacts I could contact, eg your article on the internet for upd14. Thanks for your time. I hope to hear from you. Name",,,,something else below hello i don't seem to know who to contact so trying this post is worth a try my son was diagnosed with wang syndrome earlier this year i know there is very little research on this syndrome but i would really like to get as much information as possible or know if there are any other children with this condition alive i was wondering if you had any contacts i could contact for example your web article for upd14 thanks for your time i hope to hear from you name
470,my stepson had DMD and died at age 20. My stepdaughters are both carriers. The eldest had a healthy son. The youngest daughter had a son with DMD this month at age 17. My question is about my other stepsons' daughters. Is it possible that our granddaughters are carriers and do they need to be tested? We are concerned about this.,my stepson had duchenne muscular dystrophy and died at age 20 my stepdaughters are both carriers the older one had a healthy son the younger daughter had a son with duchenne muscular dystrophy this month at age 17 my question is about my other stepsons daughters is it possible our granddaughters are carriers and need to be tested we are concerned about this,"My stepson had DMD and died at 20, my stepdaughters are all carriers, my oldest daughter has a healthy son, my youngest daughter turned 17 this month and had a son with DMD, my question is if my other stepchildren’s daughters could be our granddaughters and do they need to be tested, we are concerned about this",My stepson had DMD and passed away at the age of 20. My stepdaughters are carriers. The oldest had a healthy son. The youngest daughter had a son with DMD this month at the age of 17. My question is about my other stepchildren's daughters. Is it possible that our granddaughters are carriers? Do they need to be tested? We are concerned about this.,my stepson had DMD and passed away at the age of 20. my stepdaughters are both carriers. the oldest had a healthy son. the youngest daughter had a son with DMD this month at the age of 17. my question is regarding my other stepson's daughters. is it possible that our granddaughters are carriers and should they be tested? we are concerned about this
471,are there any treatment options<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,Is there any treatment available?<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,Is there any treatment? <PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>,,Are there any treatments available?<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>
472,"Sepsis, can sepsis be prevented, can someone get it in the hospital<PAD><PAD><PAD><PAD><PAD>",sepsis sepsis can be prevented someone can get it from a hospital<PAD><PAD><PAD><PAD><PAD>,,Can sepsis be prevented? Can someone get it in a hospital?<PAD><PAD><PAD><PAD><PAD>,can sepsis be prevented? can someone get it in the hospital?<PAD><PAD><PAD><PAD><PAD>
473,"need information about thalassemia medical center in Asia. Hello dear madam, my son has thalassemia and I am looking for treatment for him. Can you tell me where I can take my son for treatment. I am in Afghanistan and there is no hospital for his treatment. Please tell me where I can take my son for treatment.",i need information about thalassemia medical center in aisa hi dear sirmadam my son has thalassemia and i am looking for a cure for him i need you to tell me where i can take my son for the cure actually i am in afghanistan and there is no hospital for his cure so please guide me,"Need information about medical centers for thalassemia in Asia, hello dear sirmadam, my son is suffering from thalassemia and i have been searching for a cure, i need you to guide me where can i take my son for treatment, actually i am in Afghanistan and there is no hospital there to treat him, so please guide me",,
474,"my brother died young from Louis-Bar syndrome. After six pregnancies, four children did not survive the pregnancy or died very young. I would like to know if it is possible for other children like me to have the symptoms of the syndrome to a lesser or greater extent. So is there a continuum?","my brother died young because of Louis Bar syndrome, of six pregnancies, four children did not survive the pregnancy or died very young. I would like to know if it is possible that other children like me can have the symptoms of the syndrome to a lesser or greater extent. Is there a continuum?",,,"my brother died young from Louis Bar syndrome after six pregnancies, four children did not survive the pregnancy or died very young. I would like to know if it is possible that other children like me can have the symptoms of the syndrome to a greater or lesser degree. Is there a continuum?"
476,A woman who does not have HIV/AIDS had sex with her husband and her boyfriend and now she is having sex with me. Will this give me HIV or AIDS? Please answer kindly.,,"A woman who does not have AIDS has had sex with her husband and boyfriend, and now she has sex with me, will this cause me to be infected with HIV or AIDS? Please answer","A woman who does not have HIVAID has had sex with her husband and her boyfriend and now has had sex with me, does this lead me to HIV or AIDS, please kindly answer.","a woman who does not have HIV had sex with her husband and with her boyfriend and now she has sex with me. Does this lead me to HIV or AIDS, please answer"
477,"hello, I am writing from Mauritius and my name is Name. A member of my family has swallowed a poison called caustic soda. He is currently in hospital and suffering a lot. Is there any suggestion to help him get better or ease his pain?","Hi, I am writing from Mauritius and my name is Name, a member of my family has ingested a poison called caustic soda. He is actually in hospital and suffering a lot. Is there any suggestion to help him feel better or to relieve his pain?","Hi, I am Mauritian, my name is, a family member of mine swallowed a poison which is caustic soda, he is now in hospital and in great pain, any suggestions to help him get better or relieve his pain","Hello, I am writing to you from Mauritius and my name is Name. A member of my family swallowed a poison called caustic soda. Currently, he is in the hospital in great pain. Is there any suggestion to help him improve or ease his pain?",
478,"my husband and I had scabies. I used it on my vaginal area. I don't know how to treat the reaction I'm having. I think I burned the sensitive tissue in that area. What can I do to treat the reaction? Please help me, any suggestions","my husband and i had scabies, i used it on my vaginal area, i dont know how to cure the reaction i have, i think i burned the delicate tissue in that area, what can i do to cure the reaction, please help me, do you have any suggestions?","My husband and I both have scabies and I use it to treat the vaginal area and I don’t know how to treat the reaction I’m having, I think I’ve burned the delicate tissue in that area, what can I do to treat this reaction, please help with any suggestions","My husband and I both had Scabie. I used it on my vaginal area. I don't know how to treat the reaction I'm having, I think I've burned the delicate tissue in that area, what can I do to treat the reaction? Please help with any suggestions.",
479,"Anemia in children. My daughter is 6 years old. She has been suffering from microcytic anemia for three years. She had a blood transfusion in 2009, but now her hemoglobin level is 45. The doctors cannot find out the cause of her anemia. We are very worried about her. Please, can you help us with this?",anemia in children my daughter is 6 years old she is suffering from microcytic anemia since three years in 2009 she received a blood transfusion but now her hemoglobin count is 45 doctors could not find out the cause of her anemia we are very worried about her please if you can guide us regarding this,Anemia in children My daughter is 6 years old and has been suffering from microcytic anemia for the past three years. She was treated with blood transfusion in 2009 but now her hemoglobin count is 45. The doctors cannot find out the cause of her anemia. We are very worried about her and please guide us,"Anemia in children, my daughter is 6 years old, she is suffering from microcytic anemia for the last three years in 2009, she has been transfused for blood but now her HB count is 45 Doctors are unable to find out the cause of her anemia we are very worried please guide us as to",anemia in children my daughter is 6 years old she has been suffering from microcytic anemia for three years in 2009 she received a blood transfusion but now her hemoglobin level is 45 doctors are unable to find out the cause of her anemia we are very worried about her if you can guide us on this
482,is there a way to send me information about these two heart conditions? My son needs to be tested for them at some point and I would like information to better understand the conditions of both conditions,Is there any way you could send me information on both of these heart conditions? My son will need to undergo tests at some point and I would just like some information to better understand the conditions of both.,Can you send me information on these two heart conditions? My son will have to be tested eventually and I just want to know what is going on with these two heart conditions,Is there a way you can send me information about these heart conditions my son has to get tested eventually and I would like information to understand both of our conditions more?,Is there any way you can send me some information on both of these heart problems? My son needs to be tested for them at some point and I would just like some information to better understand the problems with both.
483,"no healthcare for my son who has gender identity disorder, what can we do to help him, he worked after high school, no problems, now doesn't work and locks himself in his room, 247, there is nothing about this condition in our area, we live in the area, no help in the area, what can we do, he already had bad thoughts, please help us with any information, thanks, name, location, contact","no health care for my son who has gender dysphoria, what can we do to help him? He worked after high school, no problem, now he is not working and locks himself in his room 24/7, there is nothing of this condition in our area where we live, location, no help in the area, what can we do, he has already had bad thoughts, please help us with some kind of information thanks name location contact",My son has gender dysphoria and no one is taking care of him what can we do to help him he went to work after high school and now has no problems and doesn't work and locks himself in his room 247 where we live there is no such thing and no help where we live what can we do he already has bad thoughts please help us with some information thank you your name location contact,There is no medical care for my son who suffers from gender dysphoria. What can we do to help him? He worked when he finished high school and has no problems. Now he doesn't work and locks himself in his room 24/7. There is nothing about this condition in our area that we live in. There is no help in the area. What can we do? He has already had bad thoughts. Please help us with some kind of information. Thank you. Name. Location. Contact.,no healthcare for my son with gender dysphoria what can we do to help him he worked after high school no problem now he doesn't work and locks himself in his room 24/7 there is nothing about this condition in our area we live in a place where there is no help in the area what can we do he has had bad thoughts before please help us with some kind of information thanks name location contact
485,"hello, I am a 40 year old man and I have suffered from social anxiety since childhood. Last year I decided to go to a psychologist. She advised me to practice mindfulness meditation and cognitive behavioral therapy. She explained to me the great positive effects of mindfulness meditation on the neuroplasticity of brain activity. Since then I have been practicing these techniques. The result has been fantastic. I no longer suffer from my social anxiety and my life has completely changed for the better. No more worries, stress, anxiety, etc., but at the same time I started to suffer from chronic insomnia, until now I am of course",hi I'm a 40 year old male I suffer from social anxiety since I was a child last year I decided to go to a psychologist he advised me to practice mindfulness meditation and also cognitive behavioral therapy he explained to me the great positive impact of mindfulness meditation on brain activity neuroplasticity since then I have practiced these techniques the result has been fantastic I no longer suffer from social anxiety and my life has changed completely for the better no more worries stress anxiety etc. but at the same time I started to suffer from chronic insomnia until now obviously I am,"Hello, I am a 40-year-old male and have suffered from social anxiety since childhood. Last year I decided to see a psychologist and she recommended me to practice mindfulness meditation and cognitive behavioral therapy. She explained to me the great positive impact of mindfulness meditation on the neuroplasticity of brain activity. Since then, I have been practicing these techniques and the results are amazing. I no longer suffer from social anxiety and my life is completely moving towards the positive side, no more worries, stress, anxiety, etc. But at the same time, I started to suffer from chronic insomnia until now, of course I",,"Hi, I am 40 years old and I have suffered from social anxiety since childhood. Last year I decided to go to a psychologist. She advised me to practice meditation, mindfulness and CBT. She explained to me the great positive impact of meditation, mindfulness on brain activity, neuroplasticity. Since then I have been practicing these techniques. The result has been great. I no longer suffer from my social anxiety and my life has completely changed in the positive side. No more worry, stress, anxiety, etc., but at the same time I began to suffer from chronic insomnia. So far, of course, I am"
486,"my doctors have prescribed me 10 mg lisinopril, 25 mg metroprolol and 5 mg amlodipine. I have high blood pressure, the highest is 15.090, normally 14.085. Why so many medications? What does each one do for me? Do I really need 3 medications? Thanks.",my doctors prescribed me lisinopril 10mg and metroprolol 25mg and amlodipine 5mg i have high blood pressure the highest was 15090 regular most of the time 14085 why so many drugs what does each one do for me i really need 3 drugs thanks,"My doctor prescribed me 10mg lisinopril, 25mg metoprolol and 5mg amlodipine, my blood pressure is really high, the highest is 15090, most of the time it is 14085, why do I need so many medicines, what does each one do for me, do I really need 3 medicines, thanks","My doctors prescribed me lisinopril 10mg, metroprolol 25mg, and amlodipine 5mg. I have high blood pressure, the highest has been 15,000,000, most of the time it is 14,000,000, and the highest is 14,000,000. Why so many medications? What does each one do for me? Do I really need 3 medications? Thanks.","my doctors prescribed me lisinopril 10mg, metoprolol 25mg and amlodipine 5mg. i have high blood pressure, highest is 15090, most of the time 14085, why so many medications, what does each one do for me, do i really need 3 medications, thanks"
487,is this generic for Nexium made gluten free I am celiac and need to check all my medications,Is this nexium generic made gluten free? I am celiac and need to check all my medications.,"Is this a generic version of nexium? Gluten free, I have celiac disease and have to check all my meds",Is this Nexium generic produced gluten free? I am celiac and have to monitor all my medications.,"is this a generic of nexium gluten free product, i am celiac and need to check all my medications"
488,Are there skin creams that have a positive effect on skin cancer? 1 What effect do skin creams with vitamin C have on skin cancer? 2What effect do skin creams with aspirin have on skin cancer?,Are there any skin creams that have a positive effect on skin cancer? 1 What effect do skin creams with vitamin C have on skin cancer? 2 What effect do skin creams with aspirin have on skin cancer?,Are there any skin creams that have a positive effect on skin cancer? 1 What effect do skin creams containing vitamin C have on skin cancer? 2 What effect do skin creams containing aspirin have on skin cancer?,Are there any skin creams that have positive effects on skin cancer 1? What effect do skin creams with Vit C have on skin cancer? What effect do skin creams with aspirin have?,are there any skin creams that have positive effects on skin cancer 1 what effect do skin creams containing vitamin C have on skin cancer 2 what effect do skin creams containing aspirin have on skin cancer
489,I suffered a severe stroke today that left me paralyzed on the left side of my body. I'm at home searching the internet for help with recovery and this product called Neuroaid keeps popping up that claims to restore function. As far as I know it's not FDA approved but sounds so promising. Do you know anything about it and is there anything that is FDA approved by our company that actually helps?,,"I suffered a massive stroke on November 23, 2017, and the left side of my body is paralyzed, I was at home searching the internet on how to recover, and I kept coming up with a product called neuroaid that claims to restore function, from what I understand it is not approved by the FDA, but it sounds promising, do you know if our FDA has approved any products that can help restore function",,
490,"thank you for your reply to my query about the MMR vaccine. I was born in 1942 and never had the 10-day measles, but I did have the 3-day measles and mumps as a child. A recent blood test showed that I am not immune to rubella, so my doctor recommended the MMR vaccine given my age etc. Do you agree with this or do you think it is unnecessary or is there a separate vaccine just for rubella, the measles that has come back?","thanks for answering my question about the MMR vaccine, I was born in 1942, never had the 10 day measles but had the 3 day measles and had mumps as a child. A recent blood test indicated that I am not immune to rubella, so my doctor recommended that I get the MMR vaccine in light of my age, etc. Do you agree or do you think it is useless or is there a separate vaccine just for rubella, which is the measles that has started to come back?","Thanks for your response to my inquiry regarding the mmr vaccine, I was born in 1942 and have never had 10 day measles but have had 3 day measles and had mumps as a child, recent blood tests have shown that I am not immune to rubella so my doctor has recommended that I get the mmr vaccine based on my age etc, do you agree or do you think it is not necessary or is there a vaccine specifically for rubella i.e. measles which has started to recur","Thank you for your response to my query about the MMR vaccine. I was born in 1942, never had the 10-day measles, but did have the 3-day measles and had mumps as a child. A recent blood test indicated that I am not immune to rubella, so my doctor recommended that I get the MMR vaccine in view of my age etc. Do you agree or do you think it is unnecessary or is there a separate vaccine just for rubella, which is measles that has started to make a comeback?","Thank you for your response to my inquiry about the MMR vaccine. I was born in 1942, never had the 10 day measles, but I did have the 3 day measles and I had mumps as a child. A recent blood test indicated that I am not immune to rubella. So my doctor recommended that I get the rubella vaccine, given my age, etc. Do you agree or do you think it is unnecessary or is there a separate vaccine for rubella, which is the measles that has started to reappear?"
491,"hello, I am having some difficulties with a tongue and throat infection. I have already contacted my doctor three times. First he gave me dactarine to put on my tongue. Yesterday I went to see him again and told him that the medicine you gave me is not working and my infection is getting worse. He wrote me a prescription for terbinafine 250mg tablets. I am taking them but today I wake up and read some of the information about thrush that you provide and you say that it is not good to take an antibiotic for thrush but that is what he is giving me and he has not done any tests on me yet. Please","hi i am having some difficulty with a tongue and throat infection i have contacted my doctor three times already, at first he gave me dactarine to put on my tongue and yesterday i went to him again and told him that the medicine you gave me is not working and that my infection is getting worse, he wrote a prescription for me to take a terbinafine 250mg tablet which i am using but then today i woke up and read some of the information about thrush that you provide and you say that when you have thrush it is not good to take antibiotics but that is what he is giving me and he has not done any tests on me yet please","Hi, I have an infection on my tongue and throat, I have contacted the doctor three times, at first he prescribed me Dakotaline to put on my tongue, yesterday I went to see him again and I told him that the medicine you gave me was not working and my infection was getting worse, he gave me a prescription for Terbinafine 250 mg tablets, I am using them but today I woke up and read some of the information you guys provided about thrush and you said it is not good to take any antibiotics when you have thrush, but that is what he prescribed me, he has not run any tests on me yet, please","Hi, I am having some difficulties with a tongue and throat infection. I have already contacted my doctor three times. First he gave me dactarine to put on my tongue and yesterday I visited him once again and told him that the medicine he gave me is not working and my infection is getting worse. He wrote a prescription for me to get a 250mg terbinafine tablet. I am using them but today I woke up and read some of the information about thrush that you guys provide and they say that when you have thrush it is not good to have any antibiotics but that is what he is giving me and he has not done any tests yet. Please let me know.","Hello, I am having difficulty with a tongue and throat infection. I have already contacted my doctor three times. At first he gave me dactarine to put on my tongue and yesterday once again I visited him and told him that the medicine you gave me was not working and my infection was getting worse. He wrote me a recipe to get terbinafine 250 mg tablets. I am using them but today I wake up and read some of the information about thrush that you provide and you say that when you have thrush it is not good to have antibiotics but that is what he gives me and he has not done any tests on me yet."
493,"Dear Sir, my name is Name, I am 44 years old and I am reaching out to you with hope after reading the news online about a breakthrough in the treatment of Thalassemia. I have a son whose name is Date of Birth, now 5 years and 2 months. According to the attached reports and analysis of my report and my wife's name, the report is Name of Hematologist Location. My son is called Thalassemia intermediate. When we reported in 2015, it showed HB of only 4. We had a blood transfusion in Djibouti. The doctor here said HB level dropped due to spleen enlargement which was due to infection in the body. So the doctor here prescribed antibiotic for 7 days.","Dear sir, my name is name, I am 44 years old and I am coming to you with great hope after reading the news online about the breakthrough in the treatment of thalassemia major. I have a son named name, date of birth datanow 5 years and 2 months, as per the attached reports and analysis of my report and my wife's name, report name hematologist position my son is called thalassamic intermedius when we did the report in 2015 it showed only hb 4 we did a blood transfusion in Djibouti the doctor here said that the hb level dropped due to enlarged spleen which was due to infection in the body, so the doctor here prescribed antibiotic for 7 days","Dear Sir, my name is name, I am 44 years old, I came to you with hope after seeing the news on the internet about the breakthrough in the treatment of Thalassemia Major, I have a son, name, date of birth, now he is 5 years and 2 months old, according to his attached report and analysis of my report and my wife’s name, report name, hematologist location, my son’s name is Thalassemia, our report in 2015 showed that the hemoglobin was only 4, we had a blood transfusion in Djibouti, the doctor here said that the hemoglobin level was low due to an enlarged spleen, and the enlarged spleen was caused by an infection in the body, so the doctor here prescribed antibiotics for 7 days","Dear Sir, My name is name, I am 44 years old and I am approaching you with high hopes after reading the news online about the advancement in the treatment of Thalassemia Major. I have a son, whose name is name, date of birth, current date: 5 years and 2 months. According to your attached reports and analysis of my report and my wife's name, the report states that the hematologist has a location. My son's name is Thalassemia Intermedia. When we reported in 2015, it shows HB only 4. We had blood transfusion in Djibouti. The doctor here said that the HB level dropped due to enlarged spleen which was due to infection in the body, so the doctor here prescribed antibiotics for 7 days.",dear sir my name is name i am 44 years old and i am addressing you with great hope after reading the news online about the breakthrough in the treatment of thalassamia major. i have a son name date of birth 5 years and 2 months. according to his attached reports and analysis of my report and my wife name report name haematologist location. my son is called thalassamic intermedia. when we did our report in 2015 it shows only 4 hb. we had blood transfusion in djibouti. the doctor here said that the hb level dropped due to enlarged spleen which was due to infection in the body. so the doctor here prescribed antibiotic for 7 days.
494,"hello, please give me a general answer on what can happen after microfracture surgery if physical therapy is not prescribed and I was allowed to walk without crutches for a whole week. I had the surgery a month ago and still haven't started physical therapy. I didn't know about this procedure when I went in to do it it was just to repair a meniscus tear.","Hi, please give me a general answer about what can happen after microfracture surgery if I was not prescribed any physical therapy and was allowed to walk without crutches for a whole week. I had surgery a month ago and have not started physical therapy yet. I was not aware of this procedure when I started, I thought they would only repair a meniscus tear.","Hi, could you please give me a rough answer of what would happen if physical therapy was not done after microfracture surgery and I was allowed to walk without crutches for a full week? I had surgery a month ago and have not started physical therapy yet, I had no idea this surgery was going on, I thought I was just repairing a meniscus tear",,"Hello, please give me a general answer on what can happen after microfracture surgery if no physical therapy is prescribed and I was allowed to walk without crutches for a whole week. I had the surgery a month ago and still haven't started physical therapy. I didn't know about this procedure at first, I thought I was just having a meniscus tear repaired"
495,"I have been suffering from Parkinson's for 8 years, until now it was just a slight tremor of my right hand, now it is increasing, I am 84 and have skin problems, I am afraid of increasing the dosage as it may affect the skin problems, please give me tips on what to do, I would be grateful for your kind advice","I have had parkinson's for 8 years, so far only my right hand was shaking, now it is increasing, I am 84 years old and I have skin problems, I am afraid to increase the dosage because it seems that it may affect the skin problems, please suggest me some treatment that I should take, I would be grateful for your kind advice","I have had Parkinson’s for 8 years and so far I only had some tremors in my right hand and now it has gotten worse, I am 84 and have skin problems and I am afraid to increase the dosage as it seems it may affect the skin problems, please advise any care I need to take, I would appreciate your kind advice",I am having Parkinson's for last 8 years till now it was just a little bit of right hand twitching it is increasing I am 84 years old and having skin problem I am afraid to increase the dosage as it seems to possibly affect the skin problem please suggest any care I need to take I would be grateful for your kind advice,"I have Parkinson's disease for 8 years, until now it was just a tremor in my right hand, and now it is increasing. I am 84 years old and have skin problems. I am afraid to increase the dose because it seems to possibly affect the skin problems. Please suggest me what care I need. I would be grateful for your kind advice."
496,"I have a history of stomach ulcers so I don't take aspirin or anything that contains it, but I still get stomach pain when I take Tylenol, especially on the second day of administration at recommended doses. Why is this?",I have a history of peptic ulcer disease so I don't take aspirin or anything with it in it however I still get ulcer pain when I take Tylenol especially on the second day of taking it at the recommended dose because that's how it is,"I have a history of peptic ulcers so I don't take aspirin or anything containing aspirin, but when I take Tylenol I still get ulcer pain, especially on the second day of taking the recommended dose. Why is this?","I have a history of peptic ulcers, so I do not take aspirin or anything containing it. However, I still experience ulcer pain when I take Tylenol, especially on the second day of taking it at the recommended dosage. Why is this?","I have a history of gastroduodenal ulcers, so I do not take aspirin or nothing that contains it, but I always feel ulcerative pain when I take Tylenol, especially on the second day of its administration at the recommended doses, why is it like this?"
497,"I am a 67 year old woman and very healthy, I had shingles in my mid 50s which started on one side and later appeared on both sides. I suffered from shingles for many years and can now say that I have recovered. 95, as I still have pain in my back and head, I can live with it. I am going to have major dental treatment with implants. My question is whether shingles affects the nerve tissue and gum bones. Is there any research in this area as well?","I am a 67 year old very healthy woman, I had shingles in my mid 50's, started on one side then both sides, I suffered from shingles for many years, finally I can say I am cured, 95 years old because I still have tenderness in my back and head, I can live with it, I will have to have major dental surgery and implants. My question is does shingles affect the gum nerves, gum tissue and bone? Has there been any research done in this area as well?","I am 67 years old and in very good health, I admit I had shingles in my 50s, first on one side then on both sides, I suffered from shingles for many years and finally I can say I am recovered, at 95 years old, as my back and head are still sensitive, I can live with it, I am about to undergo a major dental implant surgery, my question is whether shingles can affect your gum nerve tissue and gum bone, has there been any research done on this","I am a 67 year old woman, very healthy, I accept that I had shingles at age 50, it started on one side and then I had it on both sides. I suffered from shingles for many years, I can finally say that I have recovered at age 95 because I am still sensitive in my back and head, I can live with it. I am going through major work on teeth and implants. My question is does shingles affect the nerve tissue of the gums and gum bones? Is there any research being done in this area as well?","I am a very healthy 67 year old female, I had shingles in my mid 50's, started on one side then both sides, I suffered from shingles for many years, I can finally say I have recovered at 95, as I am still sensitive in my back and head, I can live with this, I am going to have major dental work, implants. My question is does shingles affect your nerves, gum tissue and bone? Is there any research being done in this area as well?"
499,"If you have a GFR of 2016, does that mean 20 or 2? I know you can't give advice, but could you tell me what stage I would be in then?","if you have a 2016 gfr does that mean 20 or 2? I know you can't give me advice, but could you tell me what stage I might be in?","If your gfr is 2016 does that mean 20 or 2, I know you can’t give advice but can you tell me what stage that might put me at","If you have a GFR of 2016 that means 20 or 2, I know you can't give advice but could you tell me what stage I might be in?",if you have a 2016 DFG does that mean 20 or 2? I know you can't give advice but could you tell me what stage that might put me at?
500,"hello, my mother is about 50 years old. She has a keloid on her face. She has undergone all kinds of treatments but everything was in vain: cryosurgery, surgery, steroid compression bandage etc. It is getting bigger day by day. Since it is on her face, she finds it very difficult to face people and society. So I request you to kindly suggest me a cure for it. Best regards",hi my mother is around 50 years old she has keloid on her face she has undergone all types of treatments but all in vain cryosurgery steroid surgery compression band etc it is getting bigger day by day as it is on her face she finds it very difficult to deal with people and society so I request you to kindly suggest me a remedy for this please regards,,"Hi, my mother is around 50 years old. She has a keloid on her face. She has undergone all kinds of treatments but all in vain - cryogenic surgery, surgery, steroids, compression band etc. It is getting bigger day by day and since it is on her face, she finds it very difficult to face people and society so I request you to suggest me a remedy for the same. Please, in this regard,","Hello, my mother is around 50 years old. She has a keloid on her face. She has undergone all kinds of treatments but in vain. Cryosurgery, surgery, steroid, compression band etc. It is getting bigger day by day. As it is on her face, she finds it very difficult to face people and society. So I request you to please suggest a remedy for this. Regards"
501,"Cure for Hepatitis B. I care for a family member with Hepatitis B. He has end-stage liver failure but does not meet the guidelines for a liver transplant. In 2012, he was diagnosed with colon cancer. The colon cancer was successfully treated with a colon resection. A previous doctor told us that there is an approved drug that cures Hepatitis B. He emphasized that the new drug is a cure, not a treatment. I tried to find information on my own to no avail. I contacted the NIH and was told to call the FDA. I have not received a response from the FDA to messages from 2013. Your website was useless. Can you help us?",hepatitis b cure i am a caregiver for a family member with hepatitis b he has end stage liver failure but does not meet the guidelines for a liver transplant due to a diagnosis of colon cancer in 2012 the colon cancer was successfully treated with colon resection we were told by a previous doctor that there is an approved drug that cures hepatitis b he stressed that the new drug is a cure not a treatment i tried to look up information on my own but to no avail i contacted the nih and was told to call the fda i have not received a response from the fda regarding messages left in 2013 their website was useless can you help me,"Treatment for Hepatitis B I am a caregiver for a family member with Hepatitis B who is currently in the end stages of liver failure but does not meet guidelines for a liver transplant due to being diagnosed with colon cancer in 2012 which was successfully cured with a colectomy, a former doctor told us there is an approved drug that can cure Hepatitis B, he stressed that this new drug is a treatment, not a cure, I have tried to find information on my own with no success, I contacted the nih and they told me to call the FDA but the FDA has not responded to the message I left in 2013 and their website is useless, can you help",cure for hepatitis b i am a caregiver for a family member with hepatitis b he has end stage liver failure but does not meet guidelines for a liver transplant due to a diagnosis of colon cancer in 2012 the colon cancer was successfully treated with colon resection a previous doctor told us there is an approved drug that cures hepatitis b he emphasized the new drug is a cure not a treatment i tried to find information on my own with no success i contacted the nih and was told to call the fda i have had no response from the fda regarding messages left in 2013 their website was useless can you help me?,i am the caregiver of a family member with hepatitis b he is in end stage liver failure but does not meet guidelines for a liver transplant due to a diagnosis of colon cancer in 2012 the colon cancer was successfully treated with colon resection we were told by a previous doctor that there is an approved drug that cures hepatitis b he stressed that the new drug is a cure not a treatment i have tried to find information on my own to no avail i have contacted the NIH and was told to call the fda i have had no response from the fda regarding messages left in 2013 their website was futile can you help me
503,"I would like to know if there are any side effects when taking Mestinon while sunbathing. I seem to have a rash on my back and a burning sensation on my chest and stomach, which never happened before I started taking Mestinon. Are we more sensitive to the sun while taking this medication?","I would like to know if there is a side effect of taking mestinone while tanning in a booth, it seems that I am getting a rash on my back and burning on my chest and stomach, which has never happened to me before I started taking mestinone. Are we more sensitive to the sun while taking this drug?","I was wondering if there are any side effects of taking mestin in the tanning booth, it seems like I have a rash on my back and burning on my chest and abdomen, which never happened to me before I started taking mestin, are we more sensitive to the sun when taking this medication",,
504,"hello, I'm wondering if anyone can help me get my voice back. I have ALS in my throat and don't want to be unable to work because of a disability. I want to keep working. Thanks.",hi i was wondering if anyone can help me get my voice back i have ALS in my throat and i dont want to retire due to disability i want to continue working thanks,"Hi, I was wondering if anyone could help me get my voice back, I have muscular atrophy in my throat and I don’t want to be out of the house due to disability, I want to continue to work, thanks","Hi, I'm wondering if anyone can help me get my voice back. I have ALS in my throat and I don't want to go on disability. I want to keep working. Thanks.","Hi, I'm wondering if anyone can help me get my voice back. I have ALS in my throat and I don't want to go on disability. I want to keep working. Thanks."
505,"my provider can't help, I asked, I am intolerant to all sugar alcohols like maltilol, sorbitol, xylitol etc and need something for dry mouth caused by medications I have to take, Biotene products only help for about two minutes","my doctor can't help me, i asked because i am intolerant to all sugar alcohols like maltitol, sorbitol, xylitol etc. and i need something for dry mouth caused by medications, which i have to take. Biotene products only help for about two minutes.","My provider can't help, I asked, I am intolerant to all sugar alcohols (like maltitol, sorbitol, xylitol, etc.) and need something to relieve the dry mouth caused by the medication, I have to take the biotene product, it only takes about two minutes","My supplier is unable to help me, I asked him because I am intolerant to all sugar alcohols such as maltitol, sorbitol, xylitol, etc., and I need something for dry mouth caused by the medications I have to take. Biotene products only help for about two minutes.","my supplier can't help me, i asked, i am intolerant to all sugar alcohols such as maltitol, sorbitol, xylitol etc and i need something for dry mouth caused by the medication i have to take, Biotene products help me for only about two minutes"
